title,atu,culture,author,source_page,sources,n_sources
The Lion Whose Name Was Pingala,92,India,,type0092.html,catalogue_indian_ashliman,1
"Lipi, and Lapra.",,,,,indian_harvested,1
Lita and His Animals.,,,,,indian_harvested,1
LITTLE ANKLEBONE,,,,,indian_harvested,1
The Little Blackbird,2034D,India,,type2034d.html,catalogue_indian_ashliman,1
Little Miss Mouse and her Friends,,,,,indian_harvested,1
LITTLE SURYA BAI.,,,,,indian_harvested,1
THE LORD OF DEATH,,,,,indian_harvested,1
The Lost Camel and Other Tales.,,,,,indian_harvested,1
Loving Laili,,,,,indian_harvested|indian_stokes,2
MAGADHA AND RUPVATI.,,,,,indian_harvested,1
The Magic Bed,,,,,indian_harvested,1
The Magic Bedstead.,,,,,indian_harvested,1
The Magic Cow.,,,,,indian_harvested,1
The Magic Fiddle,780,India,,type0780.html,catalogue_indian_ashliman|indian_harvested,2
The Magic Lamp.,,,,,indian_harvested,1
The Magic Pitcher.,,,,,indian_harvested,1
The Magic Shoes and Staff.,,,,,indian_harvested,1
THE MAGICIAN AND THE MERCHANT,,,,,indian_harvested,1
THE MAGICIAN’S PUPIL,,,,,indian_harvested,1
MAHĀKĀŚYAPA AND BHADRĀ,,,,,indian_harvested,1
Mahalaxmi and the Two Queens,,,,,indian_harvested,1
MAHAUSHADHA AND VIŚĀKHĀ,,,,,indian_harvested,1
MAKHDUM NIAMAT ULLAH AND MAKHDUM NUH.,,,,,indian_harvested,1
THE MAKLI HILL.,,,,,indian_harvested,1
"The Man, his Wife, and her Lover, who all died for Love (Goblin 19)",,,,,indian_harvested,1
The Man-Tiger.,,,,,indian_harvested,1
The Man who changed into a Woman at Will (Goblin 14),,,,,indian_harvested,1
A Man Who Was Only a Finger and a Half in Stature,700,Bangladesh / India,,type0700.html,catalogue_indian_ashliman,1
The Man who went to seek his Fate,,,,,indian_stokes,1
THE MAN WHO WENT TO SEEK HIS FORTUNE,,,,,indian_harvested,1
The Man who wished to be Perfect,,,,,indian_harvested,1
Marriage with Bongas.,,,,,indian_harvested,1
The Match-Making Jackal,545B,India,,type0545b.html,catalogue_indian_ashliman|indian_harvested,2
THE MEASURE OF RICE,,,,,indian_harvested,1
THE MERCHANT OF SERI,,,,,indian_harvested,1
The Merchant’s Son and the Raja’s Daughter.,,,,,indian_harvested,1
The Messengers of Death.,,,,,indian_harvested,1
The Mice That Ate an Iron Balance,1592,India,,type1592.html,catalogue_indian_ashliman,1
Miracle upon Miracle,1592,India,,type1592.html,catalogue_indian_ashliman,1
The Miser’s Servant.,,,,,indian_harvested,1
